NBI #,Route,Place,County,FeatureIntersected,FacilityCarried,Location,Built,Reconstructed,Length(m),Suff.Rat.,MaterialDesign,DesignConstruction,Status,FunctionalClass,View
       TRAC-072,,Tracy,San Joaquin,'Delta-Mendota Canal,'Farm Road,'0.25 Km W OF Co HWY J2,1951,1964,42,96,Wood or Timber,Stringer/Multi-beam or Girder,,"Local, Rural",38742
       TRAC-074,,Tracy,San Joaquin,'Delta Mendota Canal,'Farm Road,'0.48 KM N OF HWY 132,1951,1964,32,86.5,Wood or Timber,Stringer/Multi-beam or Girder,Functionally Obsolete,"Local, Rural",38743
       TRAC-075,,Tracy,San Joaquin,'Delta Mendota Canal,'Farm Road,'0.75 KM W OF HWY 5,1951,1964,34,83.5,Wood or Timber,Stringer/Multi-beam or Girder,Structurally Deficient,"Local, Rural",38744
      29 0035,12,Lodi,San Joaquin,'SOUTH BRANCH MAIN CANAL,'STATE ROUTE 12,'10-SJ-012-16.29-LOD,1944,1981,14,96,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",46073
      29 0125,99,Manteca,San Joaquin,'STATE ROUTE 120,'STATE ROUTE 99,'10-SJ-099-6.65-MTCA,2007,0,64,94.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46118
      29 0126S,99,Manteca,San Joaquin,'STATE ROUTE 99,'N MAIN ST-NB 99 O,'10-SJ-099-8.83-MTCA,1955,0,80,93,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46119
      29 0133,,Manteca,San Joaquin,'STATE ROUTE 99,'COTTAGE AVE,'10-SJ-099-7.46-MTCA,1955,0,75,73.3,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Minor Arterial, Urban",46123
      29 0135,,Manteca,San Joaquin,'STATE ROUTE 99,'LOUISE AVE,'10-SJ-099-7.93-MTCA,1955,0,70,73.9,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Minor Arterial, Urban",46125
      29 0140L,99,Lodi,San Joaquin,'ROUTE 12 - KETTLEMAN LN,'STATE ROUTE 99 SB,'10-SJ-099-29.50-LOD,1963,0,23,94.7,Concrete,Tee Beam,,"Principal Arterial - Other Freeways, Urban",46130
      29 0140R,99,Lodi,San Joaquin,'ROUTE 12 - KETTLEMAN LN,'STATE ROUTE 99 NB,'10-SJ-099-29.50-LOD,1963,0,23,94.7,Concrete,Tee Beam,,"Principal Arterial - Other Freeways, Urban",46131
      29 0144,Y308,Lodi,San Joaquin,'STATE ROUTE 99,'TURNER ROAD,'10-SJ-099-31.58-LOD,1963,0,81,90,Prestressed concrete *,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",46136
      29 0149,,Lodi,San Joaquin,'STATE ROUTE 99,'E PINE ST,'10-SJ-099-30.73-LOD,1963,0,58,92.9,Concrete continuous,Tee Beam,Functionally Obsolete,"Local, Urban",46140
      29 0150,12,Lodi,San Joaquin,'STATE ROUTE 99,'SR 12,'10-SJ-012-18.08-LOD,1963,0,62,91.1,Concrete continuous,Tee Beam,Functionally Obsolete,"Principal Arterial - Other, Urban",46141
      29 0152,Y317,Lodi,San Joaquin,'STATE ROUTE 99,'EAST LOCKEFORD ST,'10-SJ-099-31.03-LOD,1963,0,63,89,Concrete continuous,Tee Beam,Functionally Obsolete,"Local, Urban",46142
      29 0156G,99,Stockton,San Joaquin,'STATE ROUTE 99,'N99-W4 CONNECTOR,'10-SJ-099-16.87-STKN,1959,0,64,85.8,Steel,Stringer/Multi-beam or Girder,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",46144
      29 0159,Y305,Lodi,San Joaquin,'STATE ROUTE 99,'LODI AVE,'10-SJ-099-30.52-LOD,1963,0,56,74.2,Concrete continuous,Tee Beam,,"Minor Arterial, Urban",46146
      29 0160,,Lodi,San Joaquin,'STATE ROUTE 99,'NORTH LODI OC,'10-SJ-099-31.35-LOD,1963,0,89,80,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Other, Urban",46147
      29 0173L,5,Stockton,San Joaquin,'SHIMIZU DR & SMITH CANA,'INTERSTATE 5 SB,'10-SJ-005-28.26-STKN,1968,0,124,77.8,Concrete continuous,Tee Beam,,"Principal Arterial - Interstate, Urban",46161
      29 0173R,5,Stockton,San Joaquin,'SHIMIZU DR & SMITH CANA,'INTERSTATE 5 NB,'10-SJ-005-28.26-STKN,1968,2004,124,64.4,Concrete continuous,Tee Beam,,"Principal Arterial - Interstate, Urban",46162
      29 0175L,5,Stockton,San Joaquin,'FOURTEEN MILE SLOUGH,'INTERSTATE 5 SB,'10-SJ-005-31.00-STKN,1968,0,65,84,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",46165
      29 0175R,5,Stockton,San Joaquin,'FOURTEEN MILE SLOUGH,'INTERSTATE 5 NB,'10-SJ-005-31.00-STKN,1968,0,65,84,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",46166
      29 0176L,5,Stockton,San Joaquin,'WEBER PERSHING FREMONT,'ROUTE 5,'10-SJ-005-26.47-STKN,1972,0,831,48.3,Steel continuous,Stringer/Multi-beam or Girder,Structurally Deficient,"Principal Arterial - Interstate, Urban",46167
      29 0176R,5,Stockton,San Joaquin,'WEBER PERSHING FREMONT,'ROUTE 5,'10-SJ-005-26.47-STKN,1972,0,831,46.1,Steel,Stringer/Multi-beam or Girder,Structurally Deficient,"Principal Arterial - Interstate, Urban",46168
      29 0178L,205,Tracy,San Joaquin,'TRACY BLVD,'INTERSTATE 205,'10-SJ-205-R7.01-TRA,1970,2010,48,96,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46171
      29 0178R,205,Tracy,San Joaquin,'TRACY BLVD,'INTERSTATTE 205,'10-SJ-205-R7.01-TRA,1970,2010,48,96,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46172
      29 0182,Y346,Tracy,San Joaquin,'INTERSTATE 205,'HOLLY DR,'10-SJ-205-R7.52-TRA,1970,0,66,91,Concrete continuous,Box Beam or Girders - Multiple,,"Local, Urban",46178
      29 0183L,205,Tracy,San Joaquin,'SUGAR SPUR RR,'INTERSTATE 205,'10-SJ-205-R7.85-TRA,1970,2010,59,84,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46179
      29 0183R,205,Tracy,San Joaquin,'SUGAR SPUR RR,'INTERSTATE 205,'10-SJ-205-R7.85-TRA,1970,2010,59,77.8,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46180
      29 0184L,205,Tracy,San Joaquin,'MACARTHUR DR,'INTERSTATE 205 WB,'10-SJ-205-R8.12-TRA,1970,2010,49,85,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46181
      29 0184R,205,Tracy,San Joaquin,'MACARTHUR DR,'INTERSTATE 205,'10-SJ-205-R8.12-TRA,1970,2010,49,85,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46182
      29 0186K,205,Tracy,San Joaquin,'GRANT LINE RD,'PAVILLION-W205 ON,'10-SJ-205-R5.29-TRA,1997,0,108,94.3,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46184
      29 0186L,205,Tracy,San Joaquin,'GRANT LINE RD,'INTERSTATE 205,'10-SJ-205-R5.29-TRA,1970,2010,108,93,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46185
      29 0186R,205,Tracy,San Joaquin,'GRANT LINE RD,'INTERSTATE 205,'10-SJ-205-R5.29-TRA,1970,2010,108,96,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46186
      29 0188L,5,Stockton,San Joaquin,'MONTE DIABLO AVE,'INTERSTATE 5,'10-SJ-005-27.91-STKN,1970,0,51,97,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46189
      29 0188R,5,Stockton,San Joaquin,'MONTE DIABLO AVE,'INTERSTATE 5,'10-SJ-005-27.91-STKN,1970,2005,51,97,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46190
      29 0189L,5,Stockton,San Joaquin,'COUNTRY CLUB BLVD,'INTERSTATE 5 SB,'10-SJ-005-28.53-STKN,1970,0,38,83,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46191
      29 0189R,5,Stockton,San Joaquin,'COUNTRY CLUB BLVD,'INTERSTATE 5 NB,'10-SJ-005-28.53-STKN,1970,0,38,85,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46192
      29 0193L,5,Stockton,San Joaquin,'W MARCH LANE,'INTERSTATE 5 SB,'10-SJ-005-29.99-STKN,1970,0,41,94,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46199
      29 0193R,5,Stockton,San Joaquin,'W MARCH LANE,'INTERSTATE 5 NB,'10-SJ-005-29.99-STKN,1970,0,41,94,Prestressed concrete *,Box Beam or Girders - Multiple,Structurally Deficient,"Principal Arterial - Interstate, Urban",46200
      29 0194L,5,Stockton,San Joaquin,'W BENJAMIN HOLT DR,'INTERSTATE 5 SB,'10-SJ-005-31.45-STKN,1970,0,39,96,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46201
      29 0194R,5,Stockton,San Joaquin,'W BENJAMIN HOLT DR,'INTERSTATE 5 NB,'10-SJ-005-31.45-STKN,1970,0,39,96,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46202
      29 0195L,5,Stockton,San Joaquin,'BUENA VISTA UC,'INTERSTATE 5,'10-SJ-005-27.28-STKN,1970,0,34,87.4,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46203
      29 0195R,5,Stockton,San Joaquin,'BUENA VISTA UC,'INTERSTATE 5,'10-SJ-005-27.28-STKN,1970,2003,34,90.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46204
      29 0196,5,Stockton,San Joaquin,'UP RR SPUR  W ACACIA ST,'INTERSTATE 5,'10-SJ-005-27.79-STKN,1970,0,7,87.4,Concrete,Slab,,"Principal Arterial - Interstate, Urban",46205
      29 0198L,5,Stockton,San Joaquin,'CARLTON AVE,'INTERSTATE 5,'10-SJ-005-27.66-STKN,1970,0,35,79.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46208
      29 0198R,5,Stockton,San Joaquin,'CARLTON AVE,'INTERSTATE 5,'10-SJ-005-27.66-STKN,1970,0,35,90.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46209
      29 0198S,5,Stockton,San Joaquin,'CARLTON AVE,'RAMP/CONNECTOR 5,'10-SJ-005-27.66-STKN,1970,2003,36,96.8,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46210
      29 0201,,Ripon,San Joaquin,'STATE RTE 99 FRONTAGE R,'MAIN STREET-2ND S,'10-SJ-099-0.89-RIP,1967,0,78,93.4,Steel,Stringer/Multi-beam or Girder,Functionally Obsolete,"Collector, Urban",46215
      29 0202S,5,Stockton,San Joaquin,'PARK STREET,'N5-PERSHING AV OF,'10-SJ-005-27.00-STKN,1970,0,35,93.2,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46216
      29 0210,5,Stockton,San Joaquin,'FIVE MILE SLOUGH,'INTERSTATE 5,'10-SJ-005-32.10-STKN,1970,0,9,76.7,Concrete continuous,Culvert (includes frame culverts),,"Principal Arterial - Interstate, Urban",46229
      29 0212L,5,Stockton,San Joaquin,'W HAMMER LANE,'INTERSTATE 5 SB,'10-SJ-005-32.66-STKN,1970,0,44,97,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46231
      29 0212R,5,Stockton,San Joaquin,'W HAMMER LANE,'INTERSTATE 5 NB,'10-SJ-005-32.66-STKN,1970,0,44,97,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46232
      29 0223L,5,Stockton,San Joaquin,'WALKER SLOUGH,'INTERSTATE 5 SB,'10-SJ-005-R23.93-STKN,1971,0,36,85.6,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",46250
      29 0223R,5,Stockton,San Joaquin,'WALKER SLOUGH,'INTERSTATE 5 NB,'10-SJ-005-R23.93-STKN,1971,0,36,76.8,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",46251
      29 0224L,5,Stockton,San Joaquin,'EIGHTH STREET,'INTERSTATE 5,'10-SJ-005-24.64-STKN,1971,0,42,96,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46252
      29 0224R,5,Stockton,San Joaquin,'EIGHTH STREET,'INTERSTATE 5,'10-SJ-005-24.64-STKN,1971,0,42,97,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46253
      29 0225L,5,Stockton,San Joaquin,'STATE RTE 4 (CHARTER WY,'INTERSTATE 5 SB,'10-SJ-005-25.35-STKN,1971,0,46,81,Prestressed concrete *,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Interstate, Urban",46254
      29 0225R,5,Stockton,San Joaquin,'STATE RTE 4 (CHARTER WY,'INTERSTATE 5 NB,'10-SJ-005-25.35-STKN,1971,0,46,80,Prestressed concrete *,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Interstate, Urban",46255
      29 0229L,5,Stockton,San Joaquin,'ANDERSON STREET,'INTERSTATE 5,'10-SJ-005-25.64-STKN,1971,0,34,84,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46261
      29 0229R,5,Stockton,San Joaquin,'ANDERSON STREET,'INTERSTATE 5,'10-SJ-005-25.64-STKN,1971,0,34,85.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46262
      29 0230L,5,Stockton,San Joaquin,'BNSF RY & AMTRAK,'INTERSTATE 5 SB,'10-SJ-005-25.78-STKN,1972,0,43,84,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46263
      29 0230R,5,Stockton,San Joaquin,'BNSF RY & AMTRAK,'INTERSTATE 5 NB,'10-SJ-005-25.78-STKN,1972,0,43,84.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46264
      29 0231H,4,Stockton,San Joaquin,'CHURCH STREET,'E&W4-S5 CONNECTOR,'10-SJ-004-R16.00-STKN,1972,0,33,83.2,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46265
      29 0231L,5,Stockton,San Joaquin,'CHURCH STREET,'ROUTE 5 SB,'10-SJ-005-25.99-STKN,1972,0,52,84,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46266
      29 0231R,5,Stockton,San Joaquin,'CHURCH STREET,'ROUTE 5 NB,'10-SJ-005-25.99-STKN,1972,0,52,84.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46267
      29 0232L,5,Stockton,San Joaquin,'STATE ROUTE 4,'INTERSTATE 5 SB,'10-SJ-005-26.12-STKN,1972,0,225,80,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Interstate, Urban",46268
      29 0232R,5,Stockton,San Joaquin,'STATE ROUTE 4,'INTERSTATE 5 NB,'10-SJ-005-26.12-STKN,1972,0,229,80.1,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Interstate, Urban",46269
      29 0233H,5,Stockton,San Joaquin,'I 5 & SR4 CONS SLU 3 ST,'N5-W4 & S5-E4 CON,'10-SJ-005-25.87-STKN,1972,0,1674,83,Prestressed concrete continuous *,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Interstate, Urban",46270
      29 0235L,4,Stockton,San Joaquin,'E4-N5  W4-S5 CONN RAMPS,'SR 4 WB,'10-SJ-004-R16.02-STKN,1972,0,155,94.9,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46271
      29 0235R,4,Stockton,San Joaquin,'E4-N5  W4-S5 CONN RAMPS,'SR 4 EB,'10-SJ-004-R16.01-STKN,1972,0,153,94.9,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46272
      29 0236F,4,Stockton,San Joaquin,'LINCOLN  UP RR  BNSF RY,'W4-N&S5 CONNECTOR,'10-SJ-004-R16.20-STKN,1972,0,184,91.4,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46273
      29 0237L,4,Stockton,San Joaquin,'LINCOLN  UP RR  BNSF RY,'SR 4 WB,'10-SJ-004-R16.20-STKN,1972,0,181,91.8,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46274
      29 0237R,4,Stockton,San Joaquin,'LINCOLN  UP RR  BNSF RY,'SR 4 EB,'10-SJ-004-R16.20-STKN,1972,0,181,86.5,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46275
      29 0238K,4,Stockton,San Joaquin,'MORMON SLOUGH,'WB 4 ON-RAMP,'10-SJ-004-R16.20-STKN,1972,0,40,91.9,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",46276
      29 0238S,4,Stockton,San Joaquin,'MORMON SLOUGH,'EB 4 OFF-RAMP,'10-SJ-004-R16.20-STKN,1972,0,40,76.2,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",46277
      29 0239F,4,Stockton,San Joaquin,'MADISON STREET,'W4-N&S5 CONNECTOR,'10-SJ-004-R16.48-STKN,1972,0,45,93.8,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46278
      29 0239H,5,Stockton,San Joaquin,'MADISON STREET,'N&S5-E4 & CENTER,'10-SJ-005-26.11-STKN,1972,0,45,92.6,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",46279
      29 0239L,4,Stockton,San Joaquin,'MADISON STREET,'STATE ROUTE 4,'10-SJ-004-R16.47-STKN,1972,0,45,93.8,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46280
      29 0239R,4,Stockton,San Joaquin,'MADISON STREET,'STATE ROUTE 4,'10-SJ-004-R16.47-STKN,1972,0,45,93.8,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46281
      29 0240L,4,Stockton,San Joaquin,'SPBR & GARFIELD AVE,'SR 4 WB,'10-SJ-004-R15.67-STKN,1972,0,59,91.9,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46282
      29 0240R,4,Stockton,San Joaquin,'SPBR & GARFIELD AVE,'SR 4 EB,'10-SJ-004-R15.67-STKN,1972,0,59,91.9,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46283
      29 0269,4,Stockton,San Joaquin,'CROSSTOWN FWY VIADUCT,'STATE ROUTE 4,'10-SJ-004-R16.62-STKN,1975,1988,1331,80.1,Prestressed concrete continuous *,Box Beam or Girders - Multiple,Structurally Deficient,"Principal Arterial - Other Freeways, Urban",46320
      29 0274,F102,Manteca,San Joaquin,'SR 120,'AIRPORT WAY,'10-SJ-120-R3.32-MTCA,1980,1995,66,94.8,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",46327
      29 0275,,Manteca,San Joaquin,'ST RTE 120,'UNION ROAD,'10-SJ-120-R4.31-MTCA,1980,1995,66,93.4,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",46328
      29 0276,,Manteca,San Joaquin,'SR 120,'MAIN ST,'10-SJ-120-R5.31-MTCA,1980,1995,66,89.9,Prestressed concrete *,Box Beam or Girders - Multiple,,"Collector, Urban",46329
      29 0277L,120,Manteca,San Joaquin,'SPRECKLES ROAD,'SR 120 WB,'10-SJ-120-R6.13-MTCA,1995,0,34,92.2,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46330
      29 0277R,120,Manteca,San Joaquin,'SPRECKLES ROAD,'SR 120 EB,'10-SJ-120-R6.13-MTCA,1980,0,33,90.1,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46331
      29 0300L,4,Stockton,San Joaquin,'AIRPORT WAY,'SR 4 WB,'10-SJ-004-R17.56-STKN,1988,0,49,93.8,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46337
      29 0300R,4,Stockton,San Joaquin,'AIRPORT WAY,'SR 4 EB,'10-SJ-004-R17.56-STKN,1988,0,49,72.5,Prestressed concrete *,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",46338
      29 0303,,Stockton,San Joaquin,'SR 4,'MAIN STREET,'10-SJ-004-R18.06-STKN,1992,0,87,92.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",46340
      29 0304,,Stockton,San Joaquin,'SR 4,'E ST,'10-SJ-004-R18.52-STKN,1992,0,62,92.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Local, Urban",46341
      29 0305,,Stockton,San Joaquin,'SR 4,'FILBERT ST,'10-SJ-004-R18.77-STKN,1992,0,55,92.2,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",46342
      29 0306L,4,Stockton,San Joaquin,'WILSON WAY,'ROUTE 4 WB,'10-SJ-004-R17.71-STKN,1992,0,49,92.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46343
      29 0306R,4,Stockton,San Joaquin,'WILSON WAY,'ROUTE 4 EB,'10-SJ-004-R17.71-STKN,1992,0,49,92.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46344
      29 0310G,4,Stockton,San Joaquin,'SR 99,'E4-N99 CONNECTOR,'10-SJ-004-R19.40-STKN,1993,0,159,95.1,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46347
      29 0314K,99,Ripon,San Joaquin,'ONRAMP JACKTONE RD-SB 9,'OFFRMP SB99-JACKT,'10-SJ-099-2.33-RIP,2001,0,34,96.3,Prestressed concrete *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other, Rural",46349
      29 0315K,99,Ripon,San Joaquin,'STATE ROUTE 99,'ONRAMP JACKTNE-99,'10-SJ-099-2.36-RIP,2001,0,67,93.8,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,Functionally Obsolete,"Principal Arterial - Other, Rural",46350
      29 0316,99,Stockton,San Joaquin,'ARCH ROAD,'STATE ROUTE 99,'10-SJ-099-14.61-STKN,2006,0,143,92.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",46351
      29 0318,W813,Ripon,San Joaquin,'UPRR SB99 ONRP KAMPS WY,'JACK TONE ROAD,'10-SJ-099-2.32-RIP,2001,0,128,96.3,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Rural",46352
