t_master.zipcode,t_master.primarycity,t_master.county,t_master.obsolete_bridge_count,t_master.deficient_bridge_count,t_master.num_of_earthquakes_last_7_days,t_master.most_recent_earthquake,t_master.max_magnitude_last_7_days,t_master.fire_last_7_days,t_master.cause_of_death1,t_master.num_of_deaths_of_cause1,t_master.cause_of_death2,t_master.num_of_deaths_of_cause2,t_master.cause_of_death3,t_master.num_of_deaths_of_cause3,t_master.cause_of_death4,t_master.num_of_deaths_of_cause4,t_master.cause_of_death5,t_master.num_of_deaths_of_cause5,t_master.most_recent_water_quality,t_master.avg_water_quality_concentration,t_master.aq_annual_year,t_master.aq_annual_value,t_master.aq_percent_year,t_master.aq_percent_value,t_master.aq_days_year,t_master.aq_days,t_master.storm_deaths,t_master.storm_injuries,t_master.storm_damages,t_master.storm_type,t_master.homicide_per_1000,t_master.violent_per_1000,t_master.property_per_1000,t_master.drug_per_1000,t_master.sex_per_1000,t_master.other_per_1000,t_master.landslide_count,t_master.landslide_rank,t_master.latest_landslide
90001,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1007.0,CAN,743.0,OTH,669.0,STK,202.0,DIA,186.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90002,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1181.0,CAN,811.0,OTH,765.0,STK,265.0,DIA,179.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90003,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1449.0,CAN,1035.0,OTH,915.0,STK,305.0,HOM,235.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90004,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1181.0,CAN,949.0,OTH,628.0,STK,260.0,PNF,145.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90005,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,670.0,CAN,597.0,OTH,363.0,STK,154.0,PNF,120.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90006,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1063.0,CAN,791.0,OTH,606.0,STK,250.0,INJ,180.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90007,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,651.0,CAN,455.0,OTH,336.0,STK,141.0,PNF,95.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90008,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1593.0,CAN,1127.0,OTH,803.0,STK,321.0,PNF,197.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90009,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,2.0,OTH,1.0,NULL,NULL,NULL,NULL,SUI,0.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90010,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,62.0,CAN,55.0,OTH,28.0,STK,23.0,PNF,11.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90011,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1611.0,CAN,1097.0,OTH,1056.0,STK,345.0,DIA,304.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90012,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,871.0,CAN,668.0,OTH,382.0,STK,182.0,CLD,170.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90013,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,452.0,CAN,239.0,OTH,233.0,INJ,108.0,CLD,59.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90014,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,379.0,OTH,178.0,CAN,152.0,INJ,78.0,PNF,46.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90015,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,273.0,CAN,204.0,OTH,171.0,DIA,57.0,STK,52.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90016,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1663.0,CAN,1167.0,OTH,880.0,STK,347.0,CLD,222.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90017,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,397.0,CAN,265.0,OTH,238.0,DIA,66.0,STK,64.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90018,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1916.0,CAN,1260.0,OTH,970.0,STK,366.0,PNF,253.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90019,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1890.0,CAN,1455.0,OTH,984.0,STK,409.0,PNF,312.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90020,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,584.0,CAN,549.0,OTH,340.0,STK,141.0,INJ,107.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90021,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,118.0,OTH,59.0,CAN,50.0,INJ,42.0,DIA,16.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90022,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1488.0,CAN,1053.0,OTH,863.0,STK,356.0,DIA,315.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90023,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,921.0,CAN,603.0,OTH,559.0,DIA,226.0,STK,196.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90024,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1068.0,CAN,884.0,OTH,542.0,STK,288.0,PNF,180.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90025,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1048.0,CAN,882.0,OTH,591.0,STK,247.0,PNF,168.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90026,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1447.0,CAN,1051.0,OTH,880.0,STK,373.0,CLD,237.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90027,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1831.0,CAN,1223.0,OTH,784.0,STK,355.0,PNF,248.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90028,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,965.0,CAN,585.0,OTH,442.0,STK,168.0,PNF,131.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90029,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1195.0,CAN,775.0,OTH,622.0,STK,238.0,PNF,189.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90030,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90031,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1061.0,CAN,777.0,OTH,580.0,STK,216.0,DIA,201.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90032,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1007.0,CAN,894.0,OTH,639.0,STK,241.0,DIA,189.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90033,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1030.0,CAN,739.0,OTH,731.0,STK,277.0,DIA,252.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90034,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1199.0,CAN,861.0,OTH,586.0,STK,223.0,PNF,190.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90035,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1163.0,CAN,885.0,OTH,541.0,STK,237.0,PNF,167.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90036,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1245.0,CAN,802.0,OTH,557.0,STK,224.0,PNF,216.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90037,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1423.0,CAN,958.0,OTH,800.0,STK,298.0,DIA,213.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90038,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,558.0,CAN,398.0,OTH,334.0,STK,106.0,DIA,81.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90039,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,874.0,CAN,670.0,OTH,465.0,STK,197.0,CLD,124.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90040,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,319.0,CAN,268.0,OTH,185.0,DIA,73.0,STK,65.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90041,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,958.0,CAN,633.0,OTH,427.0,STK,178.0,PNF,143.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90042,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1241.0,CAN,1072.0,OTH,718.0,STK,272.0,INJ,185.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90043,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1912.0,CAN,1533.0,OTH,922.0,STK,398.0,DIA,284.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90044,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,2329.0,CAN,1768.0,OTH,1433.0,STK,527.0,DIA,403.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90045,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1100.0,CAN,974.0,OTH,559.0,STK,272.0,CLD,173.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90046,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1967.0,CAN,1432.0,OTH,915.0,STK,309.0,CLD,244.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90047,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1989.0,CAN,1648.0,OTH,1061.0,STK,440.0,DIA,295.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90048,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1165.0,CAN,763.0,OTH,530.0,STK,230.0,PNF,186.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90049,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1123.0,CAN,1086.0,OTH,560.0,STK,286.0,PNF,151.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90050,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90051,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90052,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90053,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90054,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90055,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90056,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,385.0,CAN,328.0,OTH,212.0,STK,84.0,PNF,76.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90057,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1038.0,CAN,676.0,OTH,566.0,STK,212.0,PNF,179.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90058,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,56.0,CAN,46.0,OTH,41.0,STK,17.0,INJ,15.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90059,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1041.0,CAN,767.0,OTH,699.0,STK,242.0,HOM,178.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90060,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90061,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,734.0,CAN,579.0,OTH,452.0,STK,190.0,CLD,116.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90062,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1052.0,CAN,793.0,OTH,541.0,STK,227.0,DIA,134.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90063,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1094.0,CAN,866.0,OTH,719.0,DIA,279.0,STK,254.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90064,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,890.0,CAN,703.0,OTH,439.0,STK,220.0,PNF,165.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90065,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,955.0,CAN,921.0,OTH,620.0,STK,252.0,PNF,152.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90066,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,1520.0,CAN,1297.0,OTH,816.0,STK,415.0,PNF,234.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90067,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,195.0,NULL,NULL,OTH,113.0,STK,59.0,ALZ,51.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90068,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,HTD,631.0,CAN,518.0,OTH,345.0,STK,120.0,INJ,92.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90069,West Hollywood,Los Angeles County,NULL,NULL,1,NULL,NULL,1,HTD,717.0,CAN,558.0,OTH,462.0,STK,131.0,INJ,93.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90070,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90071,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90072,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90073,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,CAN,78.0,OTH,48.0,HTD,41.0,CLD,17.0,STK,14.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90074,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90075,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90076,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90077,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,CAN,288.0,HTD,260.0,OTH,139.0,STK,69.0,PNF,35.0,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90078,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90079,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90080,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90081,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90082,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90083,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
90084,Los Angeles,Los Angeles County,412,35,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,12.148642106071801,2013,1.36986301369863,2013,59,NULL,NULL,NULL,NULL,0.01,0.5,0.5,0.59,0.03,0.34,49,1,2014-03-14
