t_master.zipcode,t_master.primarycity,t_master.county,t_master.obsolete_bridge_count,t_master.deficient_bridge_count,t_master.num_of_earthquakes_last_7_days,t_master.most_recent_earthquake,t_master.max_magnitude_last_7_days,t_master.fire_last_7_days,t_master.cause_of_death1,t_master.num_of_deaths_of_cause1,t_master.cause_of_death2,t_master.num_of_deaths_of_cause2,t_master.cause_of_death3,t_master.num_of_deaths_of_cause3,t_master.cause_of_death4,t_master.num_of_deaths_of_cause4,t_master.cause_of_death5,t_master.num_of_deaths_of_cause5,t_master.most_recent_water_quality,t_master.avg_water_quality_concentration,t_master.aq_annual_year,t_master.aq_annual_value,t_master.aq_percent_year,t_master.aq_percent_value,t_master.aq_days_year,t_master.aq_days,t_master.storm_deaths,t_master.storm_injuries,t_master.storm_damages,t_master.storm_type,t_master.homicide_per_1000,t_master.violent_per_1000,t_master.property_per_1000,t_master.drug_per_1000,t_master.sex_per_1000,t_master.other_per_1000,t_master.landslide_count,t_master.landslide_rank,t_master.latest_landslide
95650,Loomis,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,401.0,HTD,353.0,OTH,228.0,STK,89.0,CLD,82.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95651,Lotus,El Dorado County,NULL,NULL,1,NULL,NULL,1,CAN,18.0,HTD,16.0,OTH,10.0,INJ,6.0,STK,3.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95652,Mcclellan,Sacramento County,NULL,NULL,1,NULL,NULL,1,CAN,6.0,OTH,3.0,NULL,NULL,INJ,2.0,STK,1.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95653,Madison,Yolo County,NULL,NULL,1,NULL,NULL,1,CAN,10.0,HTD,8.0,OTH,6.0,PNF,3.0,NULL,NULL,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95654,Martell,Amador County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95655,Mather,Sacramento County,NULL,NULL,1,NULL,NULL,1,CAN,31.0,OTH,18.0,HTD,17.0,STK,12.0,NULL,NULL,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95656,Mount Aukum,El Dorado County,NULL,NULL,1,NULL,NULL,1,HTD,21.0,OTH,15.0,CAN,13.0,STK,9.0,SUI,3.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95658,Newcastle,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,224.0,HTD,204.0,OTH,130.0,CLD,51.0,STK,50.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95659,Nicolaus,Sutter County,NULL,NULL,1,NULL,NULL,1,CAN,18.0,HTD,17.0,OTH,11.0,INJ,9.0,NULL,NULL,NULL,NULL,2013,8.20692104493819,2013,0,2013,1,NULL,NULL,NULL,NULL,0.0,0.42,0.41,0.22,0.02,0.23,NULL,NULL,NULL
95660,North Highlands,Sacramento County,NULL,NULL,1,NULL,NULL,1,HTD,923.0,CAN,899.0,OTH,740.0,STK,259.0,CLD,226.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95661,Roseville,Placer County,9,1,1,NULL,NULL,1,HTD,1250.0,CAN,831.0,OTH,784.0,STK,318.0,CLD,256.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95662,Orangevale,Sacramento County,NULL,NULL,1,NULL,NULL,1,HTD,1048.0,CAN,935.0,OTH,683.0,CLD,246.0,STK,232.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95663,Penryn,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,92.0,HTD,64.0,OTH,58.0,STK,24.0,CLD,15.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95664,Pilot Hill,El Dorado County,NULL,NULL,1,NULL,NULL,1,CAN,31.0,HTD,25.0,OTH,20.0,INJ,14.0,SUI,11.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95665,Pine Grove,Amador County,NULL,NULL,1,NULL,NULL,1,HTD,196.0,CAN,180.0,OTH,143.0,STK,44.0,CLD,43.0,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95666,Pioneer,Amador County,NULL,NULL,1,NULL,NULL,1,CAN,268.0,HTD,265.0,OTH,146.0,INJ,61.0,STK,55.0,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95667,Placerville,El Dorado County,10,NULL,1,NULL,NULL,1,HTD,1482.0,CAN,1275.0,OTH,1129.0,CLD,418.0,STK,310.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95668,Pleasant Grove,Sutter County,NULL,NULL,1,NULL,NULL,1,HTD,33.0,CAN,26.0,OTH,18.0,INJ,8.0,NULL,NULL,NULL,NULL,2013,8.20692104493819,2013,0,2013,1,NULL,NULL,NULL,NULL,0.0,0.42,0.41,0.22,0.02,0.23,NULL,NULL,NULL
95669,Plymouth,Amador County,NULL,NULL,1,NULL,NULL,1,HTD,98.0,CAN,93.0,OTH,54.0,CLD,25.0,INJ,19.0,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95670,Rancho Cordova,Sacramento County,NULL,NULL,1,NULL,NULL,1,CAN,1370.0,HTD,1366.0,OTH,1120.0,CLD,346.0,STK,340.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95671,Represa,Sacramento County,NULL,NULL,1,NULL,NULL,1,OTH,30.0,CAN,24.0,SUI,22.0,HTD,19.0,INJ,8.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95672,Rescue,El Dorado County,NULL,NULL,1,NULL,NULL,1,CAN,126.0,HTD,95.0,OTH,73.0,CLD,31.0,STK,24.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95673,Rio Linda,Sacramento County,NULL,NULL,1,NULL,NULL,1,HTD,486.0,CAN,446.0,OTH,354.0,CLD,146.0,STK,119.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95674,Rio Oso,Sutter County,NULL,NULL,1,NULL,NULL,1,HTD,33.0,CAN,30.0,OTH,19.0,INJ,13.0,PNF,10.0,NULL,NULL,2013,8.20692104493819,2013,0,2013,1,NULL,NULL,NULL,NULL,0.0,0.42,0.41,0.22,0.02,0.23,NULL,NULL,NULL
95675,River Pines,Amador County,NULL,NULL,1,NULL,NULL,1,HTD,6.0,NULL,NULL,OTH,5.0,CLD,3.0,STK,2.0,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95676,Robbins,Sutter County,NULL,NULL,1,NULL,NULL,1,INJ,5.0,NULL,NULL,HTD,2.0,OTH,1.0,SUI,0.0,NULL,NULL,2013,8.20692104493819,2013,0,2013,1,NULL,NULL,NULL,NULL,0.0,0.42,0.41,0.22,0.02,0.23,NULL,NULL,NULL
95677,Rocklin,Placer County,NULL,NULL,1,NULL,NULL,1,HTD,651.0,CAN,613.0,OTH,448.0,CLD,178.0,STK,156.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95678,Roseville,Placer County,9,1,1,NULL,NULL,1,HTD,896.0,CAN,858.0,OTH,625.0,STK,237.0,CLD,221.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95679,Rumsey,Yolo County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95680,Ryde,Sacramento County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95681,Sheridan,Placer County,NULL,NULL,1,NULL,NULL,1,HTD,45.0,CAN,38.0,OTH,25.0,CLD,13.0,INJ,12.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95682,Shingle Springs,El Dorado County,NULL,NULL,1,NULL,NULL,1,CAN,839.0,HTD,773.0,OTH,535.0,CLD,178.0,INJ,158.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95683,Sloughhouse,Sacramento County,NULL,NULL,1,NULL,NULL,2,CAN,204.0,HTD,180.0,OTH,104.0,STK,43.0,CLD,27.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95684,Somerset,El Dorado County,NULL,NULL,1,NULL,NULL,1,CAN,107.0,HTD,87.0,OTH,69.0,CLD,36.0,INJ,30.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95685,Sutter Creek,Amador County,2,NULL,1,NULL,NULL,1,HTD,204.0,CAN,194.0,OTH,152.0,STK,55.0,CLD,46.0,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95686,Thornton,San Joaquin County,NULL,NULL,1,NULL,NULL,1,HTD,39.0,CAN,31.0,OTH,17.0,STK,13.0,NULL,NULL,NULL,NULL,2011,10.691032317808199,2011,1.0958904109589,2013,2,NULL,NULL,NULL,NULL,0.01,0.46,0.47,0.31,0.03,0.43,NULL,NULL,NULL
95687,Vacaville,Solano County,10,1,1,NULL,NULL,1,CAN,1790.0,HTD,1280.0,OTH,1200.0,CLD,419.0,STK,321.0,NULL,NULL,2011,9.828930843835611,2011,0.547945205479452,2013,0,NULL,NULL,NULL,NULL,0.0,0.17,0.18,0.16,0.01,0.12,NULL,NULL,NULL
95688,Vacaville,Solano County,10,1,1,NULL,NULL,1,CAN,798.0,HTD,704.0,OTH,526.0,STK,212.0,CLD,193.0,NULL,NULL,2011,9.828930843835611,2011,0.547945205479452,2013,0,NULL,NULL,NULL,NULL,0.0,0.17,0.18,0.16,0.01,0.12,NULL,NULL,NULL
95689,Volcano,Amador County,NULL,NULL,257,2017-04-22T01:06:32.362Z,4.49,1,CAN,55.0,OTH,50.0,HTD,38.0,STK,12.0,NULL,NULL,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95690,Walnut Grove,Sacramento County,NULL,NULL,1,NULL,NULL,1,HTD,82.0,CAN,73.0,OTH,54.0,INJ,28.0,STK,21.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95691,West Sacramento,Yolo County,11,NULL,1,NULL,NULL,1,HTD,836.0,CAN,764.0,OTH,631.0,CLD,250.0,STK,240.0,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95692,Wheatland,Yuba County,NULL,NULL,1,NULL,NULL,1,HTD,138.0,CAN,130.0,OTH,82.0,INJ,32.0,CLD,25.0,NULL,NULL,2011,8.90006990684931,2011,1.0958904109589,2011,4,NULL,NULL,NULL,NULL,0.01,0.58,0.54,0.39,0.06,0.43,NULL,NULL,NULL
95693,Wilton,Sacramento County,NULL,NULL,1,NULL,NULL,1,CAN,179.0,HTD,173.0,OTH,116.0,STK,57.0,INJ,44.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95694,Winters,Yolo County,NULL,NULL,1,NULL,NULL,1,CAN,193.0,HTD,169.0,OTH,130.0,CLD,53.0,STK,49.0,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95695,Woodland,Yolo County,NULL,4,1,NULL,NULL,1,HTD,1134.0,OTH,1109.0,CAN,1076.0,CLD,418.0,STK,367.0,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95696,Vacaville,Solano County,10,1,1,NULL,NULL,1,CAN,46.0,OTH,32.0,HTD,16.0,LIV,6.0,CLD,5.0,NULL,NULL,2011,9.828930843835611,2011,0.547945205479452,2013,0,NULL,NULL,NULL,NULL,0.0,0.17,0.18,0.16,0.01,0.12,NULL,NULL,NULL
95697,Yolo,Yolo County,NULL,NULL,1,NULL,NULL,1,CAN,7.0,OTH,5.0,HTD,3.0,NULL,NULL,LIV,2.0,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95698,Zamora,Yolo County,NULL,NULL,1,NULL,NULL,1,CAN,5.0,HTD,3.0,STK,1.0,NULL,NULL,SUI,0.0,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95699,Drytown,Amador County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,8.712184128767131,2011,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.25,0.19,0.39,0.01,0.58,NULL,NULL,NULL
95701,Alta,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,24.0,HTD,15.0,OTH,6.0,CLD,5.0,STK,4.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95703,Applegate,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,62.0,HTD,55.0,OTH,43.0,STK,19.0,CLD,15.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95709,Camino,El Dorado County,NULL,NULL,1,NULL,NULL,1,HTD,161.0,CAN,159.0,OTH,136.0,CLD,39.0,STK,37.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95712,Chicago Park,Nevada County,NULL,NULL,1,NULL,NULL,1,HTD,5.0,STK,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,8.3097012553631,2013,0.819672131147541,2013,4,NULL,NULL,NULL,NULL,0.0,0.22,0.2,0.26,0.01,0.15,2,24,2011-03-29
95713,Colfax,Placer County,2,NULL,1,NULL,NULL,1,HTD,261.0,CAN,240.0,OTH,143.0,CLD,77.0,STK,57.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95714,Dutch Flat,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,9.0,HTD,8.0,OTH,6.0,NULL,NULL,STK,2.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95715,Emigrant Gap,Placer County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95717,Gold Run,Placer County,NULL,NULL,1,NULL,NULL,1,HTD,2.0,NULL,NULL,OTH,1.0,SUI,0.0,NULL,NULL,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95720,Kyburz,El Dorado County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95721,Echo Lake,El Dorado County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95722,Meadow Vista,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,130.0,HTD,128.0,OTH,93.0,STK,50.0,CLD,29.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95724,Norden,Placer County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95726,Pollock Pines,El Dorado County,NULL,NULL,1,NULL,NULL,1,HTD,300.0,CAN,272.0,OTH,224.0,CLD,72.0,INJ,55.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95728,Soda Springs,Placer County,NULL,NULL,1,2017-04-09T20:03:25.470Z,1.77,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95735,Twin Bridges,El Dorado County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95736,Weimar,Placer County,NULL,NULL,1,NULL,NULL,1,OTH,41.0,NULL,NULL,HTD,37.0,CLD,18.0,STK,15.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95741,Rancho Cordova,Sacramento County,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95742,Rancho Cordova,Sacramento County,NULL,NULL,1,NULL,NULL,1,CAN,44.0,HTD,36.0,OTH,34.0,PNF,8.0,NULL,NULL,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95746,Granite Bay,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,459.0,HTD,441.0,OTH,316.0,STK,125.0,CLD,95.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95747,Roseville,Placer County,9,1,1,NULL,NULL,1,CAN,1188.0,HTD,1003.0,OTH,773.0,STK,307.0,CLD,224.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95757,Elk Grove,Sacramento County,1,NULL,1,NULL,NULL,1,CAN,291.0,OTH,223.0,HTD,200.0,STK,61.0,INJ,42.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95758,Elk Grove,Sacramento County,1,NULL,1,NULL,NULL,1,CAN,881.0,HTD,734.0,OTH,675.0,STK,220.0,INJ,168.0,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95759,Elk Grove,Sacramento County,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95762,El Dorado Hills,El Dorado County,NULL,NULL,1,NULL,NULL,1,CAN,580.0,HTD,402.0,OTH,338.0,INJ,95.0,ALZ,80.0,NULL,NULL,2011,9.11695550136986,2011,0.273972602739726,2013,11,NULL,NULL,NULL,NULL,0.0,0.65,0.5,0.63,0.05,0.66,1,30,2011-03-07
95763,Folsom,Sacramento County,6,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,11.5548171470027,2013,3.69318181818182,2013,7,NULL,NULL,NULL,NULL,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95765,Rocklin,Placer County,NULL,NULL,1,NULL,NULL,1,CAN,470.0,HTD,405.0,OTH,314.0,STK,100.0,CLD,82.0,NULL,NULL,2013,7.51511904761905,2013,0,2013,4,NULL,NULL,NULL,NULL,0.0,0.25,0.41,0.37,0.02,0.34,6,13,2012-03-17
95776,Woodland,Yolo County,NULL,4,1,NULL,NULL,1,CAN,266.0,OTH,230.0,HTD,217.0,CLD,82.0,INJ,54.0,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95798,West Sacramento,Yolo County,11,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95799,West Sacramento,Yolo County,11,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,7.495,2013,0,2013,0,NULL,NULL,NULL,NULL,0.0,0.29,0.31,0.34,0.02,0.34,2,24,2012-12-22
95811,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,OTH,39.0,CAN,36.0,HTD,28.0,INJ,13.0,SUI,12.0,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95812,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,HTD,3.0,INJ,1.0,NULL,NULL,SUI,0.0,NULL,NULL,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95813,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95814,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,HTD,728.0,OTH,530.0,CAN,382.0,INJ,165.0,STK,158.0,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95815,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,HTD,707.0,OTH,683.0,CAN,615.0,STK,215.0,CLD,202.0,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95816,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,HTD,600.0,OTH,429.0,CAN,407.0,STK,179.0,CLD,133.0,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
95817,Sacramento,Sacramento County,60,11,1,NULL,NULL,1,HTD,491.0,CAN,405.0,OTH,372.0,STK,141.0,CLD,98.0,2014-08-13,16.338786533211994,2013,11.5548171470027,2013,3.69318181818182,2013,7,0.0,0.0,40000.0,Thunderstorm Wind,0.02,1.0,1.05,1.0,0.07,0.66,NULL,NULL,NULL
